,1Engineering Workshop,1Engineering Chemistry Lab,1English Language and Communication Skills Lab,1Basic Electrical Engineering Lab,1Mathematics - 1,1Chemistry,1Basic Electrical Engineering,1English,1Applied Physics Lab,1Programming for Problem Solving Lab,1Mathematics - 2,1Applied Physics,1Programming for Problem Solving,1Engineering Graphics,2Data Structures Lab,2Python Programming Lab,2Business Economics and Financial Analysis,2Computer Organization and Architecture,2Data Structures,2Python Programming,2Discrete Mathematics,2Mathematical and Statistical Foundations,2Database management Systems Lab,2Java Programming Lab,2Operating Systems Lab,2Database Management Systems,2Operating Systems,2Object Oriented Programming Using Java,2Formal Language and Automata Theory,2Software Engineering,3Advanced Communication Skills Lab,3Computer Networks Lab,3Data Mining Lab,3Introduction to Data Science,3Devops,3Design and Analysis of Algorithms,3Data Mining,3Computer networks,3Computer Graphics,3Machine Learning Lab,3Big Data Analytics Lab,3Cryptography and Network security Lab,3Cryptography and Network Security,3Big Data Analytics,3Industrial Management,3Machine Learning,3Compiler Design,CGPA
609,8,6,8,8,10,9,7,7,7,5,5,5,7,7,9,8,8,8,8,7,5,8,10,9,10,9,8,6,7,5,7,6,10,8,8,7,8,10,7,6,5,7,10,5,10,10,5,7.575
610,5,9,5,8,8,5,8,6,9,6,6,6,7,9,9,8,10,5,7,7,6,5,8,5,7,6,6,7,7,5,7,9,9,9,7,9,6,6,5,10,8,10,10,5,10,10,8,7.184375
611,8,5,7,6,6,10,7,8,6,5,5,6,10,7,7,5,9,9,8,10,10,8,8,6,8,9,9,8,5,8,8,9,6,10,9,8,10,10,8,5,5,8,5,7,5,5,8,7.628125
612,5,5,5,10,8,6,8,5,10,9,8,8,6,5,7,8,6,9,7,10,10,5,8,9,7,5,5,5,8,8,9,6,9,5,6,10,7,10,5,10,5,6,7,5,9,6,10,7.203125
613,8,7,7,5,10,6,7,9,9,8,10,9,10,6,5,8,10,8,7,9,7,8,7,7,10,5,7,10,7,5,9,6,10,7,7,7,7,8,9,5,7,10,5,10,5,9,8,7.74375
614,6,6,10,6,7,7,10,5,6,7,6,5,5,6,6,5,10,6,7,7,10,10,5,6,9,10,8,10,7,9,9,5,8,6,8,7,5,9,5,6,10,8,9,5,10,6,5,7.284375
615,6,6,7,8,10,5,7,6,6,8,10,5,5,5,6,8,8,8,10,6,5,9,9,6,8,10,8,6,10,8,8,8,7,5,6,7,7,5,7,9,8,7,9,8,7,5,7,7.028125
616,7,5,10,5,9,6,8,6,7,10,7,9,9,9,8,6,9,10,10,10,9,7,6,10,6,9,5,10,6,10,5,5,6,6,9,10,6,8,7,8,6,5,10,8,8,7,6,7.725
617,7,7,10,9,9,6,5,5,8,7,5,7,5,10,8,10,6,8,6,6,7,7,9,8,7,8,5,8,10,8,8,7,8,9,10,5,9,10,9,10,9,7,6,10,8,5,6,7.153125
618,5,6,9,5,9,9,5,5,5,6,7,10,9,8,10,10,10,10,8,5,5,8,10,8,5,10,9,8,10,8,5,6,5,9,5,7,10,7,8,7,5,10,6,7,10,6,10,7.775
619,6,6,10,7,6,8,9,6,9,7,8,9,9,5,6,9,8,8,5,6,8,10,7,5,5,7,7,6,7,9,6,8,10,7,5,5,6,10,7,7,9,7,9,8,5,10,10,7.290625
620,6,9,7,5,7,10,8,7,8,10,5,8,5,6,9,10,9,9,6,10,10,5,10,7,9,6,10,8,8,9,10,9,7,6,5,10,8,8,6,8,10,8,6,7,9,9,9,7.665625
621,9,9,7,6,9,7,10,10,10,8,7,5,7,6,6,5,5,9,5,7,5,7,9,8,5,7,9,6,9,7,7,10,9,6,7,10,9,7,7,7,7,10,7,5,10,8,10,7.51875
622,9,8,5,7,5,6,10,10,6,6,6,10,9,9,6,5,10,9,10,5,9,6,7,10,5,9,8,6,8,10,6,6,10,10,9,6,8,8,6,10,8,6,10,7,8,7,6,7.64375
623,5,8,6,5,5,7,7,9,7,9,6,7,10,6,5,5,5,10,10,7,8,8,5,7,9,5,5,5,9,9,5,5,7,10,8,7,8,9,10,7,5,10,7,8,10,8,5,7.334375
624,5,7,5,9,10,8,7,10,10,7,9,9,9,6,5,5,10,8,8,8,9,6,5,6,5,5,7,9,5,7,7,7,6,8,6,9,10,8,10,8,6,7,6,10,10,9,8,7.88125
625,5,9,8,6,7,8,7,6,9,5,10,6,9,7,7,5,5,10,8,5,10,7,6,7,10,6,10,6,10,7,6,5,6,6,6,7,9,5,5,10,6,5,6,9,5,6,8,7.409375
626,9,10,6,7,10,6,9,7,7,6,7,6,9,8,9,9,9,10,8,10,5,10,6,8,9,5,9,5,9,9,9,10,9,5,5,5,8,6,8,7,8,6,8,7,9,9,5,7.403125
627,6,5,5,7,7,5,5,10,5,8,10,9,5,6,8,6,9,6,5,8,10,7,9,7,10,7,6,10,9,7,6,6,6,8,7,10,9,6,9,10,6,8,6,9,8,10,5,7.309375
628,5,8,10,9,8,9,10,6,5,10,6,9,9,9,9,7,7,7,7,8,9,5,5,8,10,9,6,6,5,7,8,7,5,5,10,6,6,7,7,5,7,7,6,10,7,10,8,7.434375
629,6,8,6,10,5,6,5,7,5,10,8,8,5,8,8,6,6,7,7,5,9,10,10,6,9,8,5,7,7,9,9,5,7,6,8,6,7,9,6,9,8,10,8,8,7,7,9,7.359375
630,8,5,10,5,10,5,6,7,5,8,10,5,5,10,8,5,5,10,6,9,9,7,5,7,8,5,9,6,5,6,7,10,6,9,9,5,10,5,10,9,7,5,10,5,6,6,10,7.23125
631,6,9,7,9,8,5,10,9,5,5,6,6,6,10,6,7,6,9,6,9,8,9,10,10,10,5,5,6,10,7,10,6,9,8,10,6,8,6,7,8,9,9,10,10,10,6,10,7.69375
632,9,7,10,10,7,6,9,6,7,7,7,9,5,5,9,7,7,5,6,5,6,10,9,10,9,9,5,8,7,7,8,10,7,5,8,10,7,9,8,6,5,7,7,10,5,7,5,7.51875
633,7,9,7,6,8,10,5,5,9,7,7,10,6,7,5,7,10,7,7,8,7,8,8,10,8,6,5,5,5,7,5,5,6,5,9,10,5,5,6,6,9,8,5,5,6,5,8,6.925
634,9,9,5,10,8,8,7,7,5,9,5,5,7,8,10,8,10,7,6,8,7,8,9,9,9,6,8,5,5,5,9,9,9,7,7,5,10,6,6,6,5,5,7,9,7,10,8,7.259375
635,6,10,7,8,6,9,8,10,5,10,5,8,8,7,10,10,5,10,6,10,10,7,5,10,10,5,9,6,8,9,7,5,6,8,9,5,6,7,6,8,10,7,7,8,9,9,10,7.346875
636,5,10,7,7,10,7,9,7,9,9,5,10,6,7,8,6,7,7,5,7,5,6,6,10,7,6,6,8,10,10,6,5,8,7,5,7,5,8,6,6,7,8,9,9,5,7,6,7.35
637,9,6,10,9,6,9,5,8,8,6,10,5,9,10,5,5,10,8,8,8,9,5,8,8,7,5,6,6,7,5,7,5,9,7,6,9,9,5,5,8,6,7,7,10,5,7,6,7.25
638,7,8,6,7,5,7,9,6,8,9,6,10,9,7,6,5,8,7,5,8,9,7,7,10,10,10,7,5,5,10,6,6,7,6,5,7,7,10,7,7,7,5,10,7,5,6,9,7.121875
639,6,10,7,6,7,6,5,9,10,7,10,10,10,7,10,6,9,8,5,10,7,8,5,5,10,5,6,8,9,6,10,5,7,10,6,5,10,10,8,6,8,8,6,5,5,9,6,7.50625
640,10,10,6,10,5,8,5,7,9,5,10,9,9,7,7,6,7,10,7,10,7,8,10,8,8,5,7,6,5,7,9,8,7,8,5,8,9,7,7,8,8,5,7,8,6,10,6,7.64375
641,9,10,7,7,8,5,6,9,9,8,10,8,6,8,5,8,8,7,10,9,6,10,6,6,6,5,8,6,8,8,8,5,7,9,8,9,5,6,9,8,9,7,7,6,5,8,8,7.6125
642,5,5,10,10,6,10,7,7,10,5,6,8,7,6,10,7,5,8,9,8,10,9,10,7,7,9,5,6,6,7,10,6,7,7,5,7,9,5,9,6,10,9,5,9,6,10,6,7.31875
643,9,7,10,7,10,7,8,10,6,9,7,9,10,5,7,6,6,6,10,6,7,7,10,8,10,7,5,10,5,6,5,7,10,7,9,10,8,8,9,5,10,10,9,5,5,8,7,7.66875
644,6,7,9,5,7,7,10,5,8,8,7,9,9,10,8,5,7,7,10,6,8,6,10,7,5,6,9,9,10,6,8,10,7,5,10,6,8,8,7,6,6,5,5,8,5,8,6,7.4125
645,8,9,6,8,6,6,7,6,5,9,6,8,9,7,10,8,9,5,6,5,10,10,10,5,7,6,6,6,7,7,9,6,10,7,5,5,7,10,5,9,10,5,8,8,10,5,8,7.359375
646,6,9,5,6,10,5,5,10,10,6,7,6,8,7,6,5,7,9,8,5,8,7,5,8,7,5,5,6,7,10,8,9,8,8,6,7,10,5,5,6,10,8,6,6,7,10,10,7.121875
647,10,9,10,7,6,6,7,8,8,7,8,8,8,10,7,10,5,6,9,5,6,5,10,8,6,6,9,9,9,9,5,8,5,8,6,7,8,7,6,9,7,9,9,8,9,6,5,7.5625
648,9,10,6,8,5,10,9,7,7,8,9,6,5,8,7,5,8,10,8,10,8,10,6,7,7,7,7,9,8,10,10,10,10,9,5,5,8,6,8,6,10,5,5,9,6,10,9,7.821875
649,5,9,6,8,8,7,7,7,7,8,10,8,8,10,5,7,9,10,8,6,10,9,7,10,10,7,8,5,5,10,6,8,10,6,8,9,8,9,10,5,6,10,10,5,5,7,10,7.390625
650,7,5,6,8,6,10,10,10,10,9,9,5,5,10,9,9,8,7,9,6,8,5,7,6,8,8,8,5,5,7,9,8,6,8,6,5,5,6,7,8,5,7,9,9,9,9,8,7.559375
651,9,6,8,5,8,8,8,5,8,8,10,9,10,10,8,7,10,7,9,9,7,8,5,10,6,6,8,9,8,9,10,10,5,8,8,7,9,10,9,7,8,8,9,6,9,7,8,8.021875
652,7,10,8,8,5,9,10,9,5,8,6,8,6,7,9,7,5,10,7,5,5,8,6,9,9,5,5,9,6,9,5,9,8,7,6,6,6,9,7,6,8,7,7,5,10,10,9,7.28125
653,6,8,6,7,7,5,10,9,9,7,6,6,6,9,5,6,7,10,9,9,10,8,7,5,8,9,9,7,6,9,7,5,5,9,10,7,6,9,10,5,7,8,8,7,10,10,8,7.6875
654,10,8,7,9,10,6,5,5,6,6,9,10,10,6,7,7,7,10,5,5,10,9,9,7,9,6,9,8,7,7,5,7,8,9,5,5,5,10,6,5,8,10,10,8,8,9,7,7.55
655,8,7,5,10,9,6,9,5,5,7,8,9,7,7,6,6,6,8,5,10,7,6,10,9,6,7,7,10,10,9,6,10,7,5,9,7,6,9,6,8,6,9,8,9,7,9,8,7.55
656,8,8,8,7,7,7,5,8,5,10,8,8,6,6,8,9,5,8,8,8,6,5,9,9,6,6,5,6,5,5,6,7,5,9,9,9,10,9,8,5,5,5,8,10,9,10,9,7.453125
657,9,5,9,5,6,8,7,7,10,7,10,5,5,7,6,9,9,10,5,6,5,5,9,9,9,5,10,6,8,8,9,7,7,10,7,5,5,7,7,7,5,5,9,8,9,7,6,7.225
658,7,10,9,7,6,10,10,9,5,6,8,6,6,5,10,8,9,6,8,10,6,7,10,9,8,6,9,8,7,5,9,10,7,8,10,9,9,10,10,10,6,9,6,5,10,6,8,7.671875
659,6,9,5,10,5,7,8,10,9,6,5,5,8,10,6,10,8,10,8,7,5,7,7,7,8,7,9,9,8,10,5,8,6,9,9,7,9,8,9,5,7,5,6,10,7,6,7,7.434375
660,10,10,9,7,9,10,5,9,7,9,9,8,5,10,9,10,6,5,6,5,5,5,5,6,5,10,6,10,9,5,8,7,10,10,9,6,8,10,7,6,9,10,6,10,7,6,8,7.696875
661,9,6,5,9,5,9,7,9,5,6,7,7,5,9,8,9,10,7,8,9,6,10,8,7,10,5,8,10,10,5,8,5,8,10,6,7,6,10,7,9,8,6,6,7,10,10,6,7.496875
662,9,8,6,5,6,6,10,5,7,9,8,9,6,9,10,9,7,5,5,10,7,10,5,8,5,9,6,8,8,5,9,6,9,10,9,5,10,8,6,10,6,6,8,8,8,10,9,7.603125
663,6,8,10,8,6,10,10,7,7,9,6,10,8,9,7,8,5,6,8,9,7,7,5,10,9,7,10,8,7,6,9,10,9,8,9,10,7,8,6,7,9,10,5,6,7,6,6,7.53125
664,5,6,6,8,8,7,9,9,6,6,9,10,10,7,7,7,8,6,6,6,9,10,8,7,7,8,7,9,10,10,8,8,10,8,6,10,9,10,5,7,7,8,7,6,6,5,9,7.60625
665,5,5,5,5,8,7,6,9,6,10,5,8,6,10,10,8,9,7,7,8,8,7,9,8,5,10,7,10,10,6,5,8,5,6,10,7,10,9,10,5,6,9,9,9,9,10,9,7.9875
666,7,9,7,7,10,8,9,8,9,6,8,5,5,7,10,7,6,10,5,8,7,10,5,10,6,5,8,8,6,5,9,5,7,7,10,6,10,7,8,5,6,6,9,7,8,5,6,7.075
667,5,9,5,8,6,6,8,5,7,7,10,10,9,6,10,5,9,5,9,10,9,10,10,9,10,8,5,6,6,6,6,5,7,6,5,9,8,5,7,6,10,6,9,8,6,9,7,7.471875
668,5,5,7,7,9,7,10,8,7,10,6,7,10,8,6,6,10,8,10,7,8,5,10,9,9,9,10,6,10,7,10,5,7,10,10,10,7,10,5,10,5,5,10,5,6,9,9,7.765625
669,6,9,6,8,7,9,6,8,7,9,9,10,5,9,6,8,8,6,9,7,6,9,5,8,8,9,8,6,7,7,7,9,8,8,6,6,7,5,10,10,10,9,8,8,9,5,9,7.665625
670,8,8,5,7,10,5,5,10,6,6,10,6,6,9,7,5,7,8,6,10,8,6,6,8,6,8,6,8,5,9,9,5,5,6,8,8,7,8,6,9,5,10,5,9,10,7,9,7.275
671,9,8,9,9,6,9,8,6,7,6,8,9,7,5,7,9,5,5,7,8,7,10,5,5,9,10,10,6,5,10,8,8,7,5,8,9,5,10,10,9,7,5,5,10,7,8,7,7.684375
672,6,9,10,5,5,8,7,5,8,10,7,9,5,9,5,6,9,9,10,10,8,10,8,8,9,9,9,10,9,8,6,10,10,8,5,6,8,8,8,10,5,5,10,5,7,5,8,7.7125
673,10,8,7,10,10,6,5,5,9,10,9,9,7,10,6,5,10,8,5,6,9,10,6,7,9,8,6,10,8,5,6,7,9,5,8,6,10,7,5,8,5,5,8,6,9,5,5,7.45625
674,6,9,7,6,7,8,5,6,9,10,10,9,5,6,10,10,7,9,8,6,9,5,6,7,10,10,7,5,10,5,10,9,9,6,7,6,9,8,10,9,5,7,7,10,8,5,10,7.66875
675,5,8,6,8,9,5,5,7,10,8,10,6,8,7,7,8,9,7,6,9,5,8,7,7,8,5,10,9,5,5,6,5,10,9,9,6,6,5,7,5,5,7,8,7,9,6,9,7.3375
676,9,10,8,7,7,7,7,6,9,5,10,9,10,9,7,6,8,6,5,7,10,8,8,5,6,7,10,5,6,7,10,8,7,9,5,10,5,5,9,10,9,7,9,8,9,8,10,7.49375
677,5,8,6,6,9,10,10,5,10,10,7,8,8,7,8,9,7,6,9,9,7,10,10,7,10,9,9,7,10,5,10,9,7,6,8,8,9,7,6,8,6,6,10,6,8,9,5,7.93125
678,6,5,10,7,7,9,7,8,5,9,6,6,8,8,7,6,8,5,8,8,5,10,9,6,7,8,9,10,9,9,10,7,9,7,8,8,6,10,8,9,8,6,5,5,10,7,6,7.521875
679,5,8,5,9,9,9,10,9,10,10,6,9,5,10,9,5,9,8,6,9,8,6,8,8,8,9,6,9,8,8,10,8,5,10,6,9,7,9,7,8,5,5,10,5,10,10,8,8.021875
680,9,9,5,8,10,6,9,8,8,10,7,6,5,5,8,8,10,9,9,8,10,10,7,9,6,9,9,6,7,6,9,7,6,10,8,10,10,6,8,5,5,9,7,10,7,9,6,7.9
681,9,10,9,8,5,8,10,6,8,7,9,8,9,6,9,5,9,5,10,8,5,9,6,7,7,6,9,6,7,10,5,7,9,6,6,5,6,7,10,7,5,9,10,5,8,5,5,7.309375
682,10,6,8,9,5,6,6,5,5,5,7,6,10,10,7,5,10,5,8,10,9,7,10,6,5,10,7,10,5,10,8,8,10,9,5,10,9,10,8,6,6,10,6,9,10,8,8,7.896875
683,8,8,8,8,6,8,6,6,10,5,7,9,6,10,8,10,10,9,6,5,10,5,10,6,10,7,9,7,8,5,8,9,10,7,5,8,6,9,5,7,10,5,7,8,6,6,10,7.428125
684,9,6,9,6,7,10,8,5,9,9,5,7,7,5,8,5,6,9,10,9,8,7,8,9,9,8,10,5,6,8,6,6,7,6,8,6,9,7,7,7,9,8,8,9,7,6,6,7.54375
685,9,8,9,7,6,5,9,7,7,7,10,7,8,8,6,5,6,5,6,10,10,7,8,5,7,5,10,6,8,5,7,9,6,5,10,5,9,10,10,7,6,6,8,8,10,9,8,7.246875
686,9,7,7,9,5,9,6,10,5,10,6,8,5,7,7,10,9,10,6,5,5,9,6,6,6,6,8,9,9,10,10,5,5,10,8,5,7,10,5,8,6,6,9,10,9,5,5,7.39375
687,7,9,9,9,7,6,8,7,9,6,9,6,5,9,5,10,8,8,8,6,9,7,10,5,7,6,9,6,7,8,6,6,8,10,9,7,5,9,10,5,7,6,10,7,6,8,5,7.365625
688,5,8,5,8,7,10,10,10,9,9,6,7,5,9,8,10,10,10,9,9,8,10,6,6,7,6,6,9,10,9,5,7,8,10,9,8,9,5,6,5,10,8,8,8,7,8,7,7.9
689,7,6,10,9,6,8,6,7,9,10,5,5,6,8,6,6,8,8,6,10,7,9,7,7,9,10,6,5,9,6,5,10,7,7,9,7,7,6,5,5,8,5,9,6,5,7,8,7.2875
690,8,8,10,10,6,7,7,9,8,10,5,9,10,6,10,5,7,5,8,7,5,8,8,5,5,6,7,7,5,10,6,8,10,10,7,9,7,7,8,5,10,6,8,10,5,6,8,7.209375
691,10,5,10,8,6,7,10,6,9,5,10,8,9,8,10,5,5,10,8,9,9,7,9,6,9,8,5,6,7,9,7,6,6,10,7,10,10,9,7,8,5,6,5,6,6,8,6,7.584375
692,8,10,8,5,8,9,5,10,8,9,7,5,8,10,5,9,10,10,5,8,8,7,7,6,9,5,9,5,8,6,6,8,5,8,5,8,5,8,7,7,5,7,7,10,9,6,10,7.51875
693,8,8,9,8,10,7,8,6,5,5,5,6,10,8,9,5,10,5,6,5,5,6,9,7,10,9,9,5,6,8,7,6,6,6,8,6,7,10,9,8,10,10,5,9,7,7,6,7.334375
694,7,6,8,8,7,8,6,7,9,7,7,5,6,10,5,5,9,7,7,8,9,5,9,7,6,10,8,5,5,7,9,7,8,7,8,6,6,10,8,7,9,9,7,5,7,8,10,7.234375
695,7,5,9,6,8,5,9,8,9,6,7,7,7,6,5,10,5,7,9,5,6,5,10,7,10,10,6,8,6,6,10,10,8,6,5,6,9,8,9,8,8,10,10,5,10,8,9,7.4125
696,10,8,8,10,9,6,5,5,6,7,7,6,10,5,8,6,9,9,7,6,8,9,5,7,8,10,5,10,5,9,8,8,5,9,10,9,7,5,5,5,6,8,7,5,6,5,9,7.4
697,7,8,9,5,5,9,9,9,8,9,10,5,10,9,7,9,8,6,8,6,10,7,5,10,9,10,9,8,9,6,6,6,6,9,9,9,5,7,5,8,8,6,9,9,9,8,5,7.76875
698,6,5,5,6,10,8,7,6,10,5,10,10,6,8,8,9,9,10,8,9,8,10,8,6,8,9,5,8,5,9,6,6,7,6,6,9,5,8,9,7,9,5,6,8,5,6,7,7.5625
699,9,5,10,6,10,6,9,9,5,9,5,10,9,9,5,7,10,8,5,8,7,9,6,8,10,10,6,5,6,7,7,7,7,6,6,6,5,6,10,6,6,7,10,9,6,9,5,7.2
700,5,9,10,5,9,7,10,9,8,6,7,10,9,10,5,10,7,9,7,7,8,5,10,10,10,6,6,5,5,10,5,10,7,10,7,9,9,7,8,9,9,10,9,5,5,10,8,7.7875
701,9,8,5,5,9,9,7,8,10,7,10,5,9,9,10,5,9,9,10,9,6,7,9,6,9,5,8,6,10,7,7,8,7,10,5,5,6,9,7,9,9,10,6,7,7,10,9,7.8625
702,9,9,5,5,7,6,8,6,5,5,8,6,8,7,9,5,5,10,9,10,9,5,7,9,6,5,5,6,6,8,8,7,5,10,6,8,9,6,5,7,5,9,8,10,10,8,6,7.284375
703,5,10,10,6,10,6,5,6,6,10,5,7,9,6,6,5,8,6,6,9,9,10,6,10,8,7,6,8,9,8,10,6,9,9,9,7,8,8,8,5,8,6,9,5,10,5,5,7.43125
704,8,10,5,5,9,7,7,8,7,10,6,10,10,9,7,5,7,8,7,5,10,8,7,10,5,7,5,10,8,7,5,5,6,5,8,6,9,7,10,9,10,7,10,8,7,6,8,7.565625
705,5,6,5,9,9,6,7,7,8,7,9,7,9,8,6,8,5,6,10,8,8,6,5,8,6,9,9,8,7,6,7,9,5,9,10,9,8,8,10,10,6,7,5,7,9,10,9,7.809375
706,7,5,5,6,10,9,10,10,6,10,7,9,7,6,9,6,7,5,9,10,5,8,9,6,6,9,10,10,7,5,6,8,7,6,10,9,9,6,8,10,9,8,9,5,5,5,10,7.75625
707,6,9,9,10,9,10,6,7,6,9,6,7,9,5,5,6,10,8,8,5,10,9,7,9,5,7,8,5,6,7,10,8,5,7,9,9,7,5,10,8,6,9,5,5,9,8,5,7.20625
708,7,5,9,8,8,8,5,10,9,6,7,8,8,5,10,6,5,6,6,8,9,9,8,7,8,6,10,5,8,10,8,9,7,6,7,5,6,10,9,5,10,10,9,5,10,8,8,7.35
709,7,8,9,5,8,8,7,8,10,7,5,7,6,9,8,8,6,8,9,9,5,6,6,9,6,9,5,6,8,9,5,7,10,8,7,5,5,10,10,10,10,6,10,6,5,6,6,7.365625
710,5,5,10,10,5,5,8,10,9,8,9,7,8,9,8,8,10,7,10,7,10,9,5,9,10,9,8,10,5,6,7,9,6,8,8,10,6,9,7,10,10,9,8,10,6,8,10,7.953125
711,7,9,6,6,6,9,5,6,6,8,9,8,10,8,7,6,8,8,9,9,5,8,7,10,8,10,7,5,8,5,9,8,5,7,10,8,5,6,8,10,6,7,6,5,8,7,6,7.390625
712,7,5,7,9,8,7,9,9,5,10,6,7,8,5,5,5,8,10,9,6,8,7,6,10,5,10,7,6,8,5,6,5,6,9,9,9,5,10,10,8,5,10,7,5,5,5,9,7.28125
713,9,10,9,7,10,9,7,9,6,8,7,10,10,5,7,7,5,8,5,8,5,6,7,7,7,10,7,6,6,7,6,7,8,7,9,8,5,5,10,10,9,8,10,6,9,5,9,7.640625
714,8,10,5,8,6,6,7,7,10,5,8,7,7,10,8,7,9,5,5,5,10,8,7,5,7,6,9,9,7,9,9,9,7,9,10,7,6,5,5,7,10,10,7,7,8,6,6,7.234375
715,10,6,7,9,5,6,9,7,5,10,6,7,8,8,10,5,9,8,7,8,10,7,6,6,9,9,5,5,5,8,9,5,10,9,6,6,6,6,5,5,8,7,9,8,8,9,9,7.359375
716,5,9,10,8,10,9,7,8,10,5,8,7,6,6,6,6,10,7,5,9,7,6,7,7,7,9,9,10,8,9,8,8,7,9,5,7,5,8,7,6,6,10,10,9,7,10,8,7.8375
717,5,7,8,5,5,7,5,7,5,5,8,9,5,8,8,7,9,5,6,6,10,9,8,5,10,10,8,9,5,10,5,9,10,8,8,5,7,8,8,9,8,10,10,7,8,6,9,7.421875
718,6,9,5,6,5,7,7,6,9,9,7,5,9,10,5,5,10,5,6,9,8,10,9,7,9,5,8,5,6,6,8,8,8,9,6,6,9,10,8,10,9,5,5,10,8,6,5,7.3625
719,5,6,10,6,5,7,5,8,6,7,10,8,7,9,7,8,7,7,9,9,5,6,6,10,10,10,10,9,10,7,9,7,6,10,10,9,5,9,8,8,10,7,5,9,7,6,8,7.78125
720,9,9,7,9,5,10,10,9,10,8,8,5,10,10,10,9,6,9,6,10,6,8,7,7,10,10,10,10,8,9,10,6,5,5,7,5,10,6,6,10,6,8,7,9,7,10,10,7.903125
721,10,9,10,9,10,5,10,5,10,7,6,8,10,5,10,5,9,9,10,9,8,7,5,6,8,6,6,9,6,8,5,9,9,6,10,7,5,6,8,5,6,9,6,9,7,9,10,7.715625
722,9,8,8,5,6,9,6,7,5,10,10,6,9,7,6,9,6,5,8,10,5,5,6,6,6,9,9,5,10,10,7,8,7,8,7,5,9,7,5,6,9,7,6,9,10,9,5,7.403125
723,8,10,5,7,9,5,9,5,5,10,5,8,5,6,8,8,5,6,8,8,10,9,9,6,7,5,8,5,7,7,6,9,6,10,10,5,10,9,9,5,9,7,9,8,6,7,9,7.375
724,7,6,10,8,5,10,8,8,7,10,9,8,6,5,9,6,10,7,7,10,6,8,8,7,10,8,9,8,9,9,8,10,8,8,7,5,5,5,6,8,6,7,10,8,10,6,10,7.859375
725,7,5,9,5,7,5,6,9,7,7,6,6,6,6,10,9,7,10,5,10,6,6,5,6,9,9,9,9,9,7,6,8,7,7,9,8,5,8,5,9,9,7,8,9,9,8,7,7.26875
726,8,9,6,6,5,9,9,9,9,8,5,10,10,6,7,6,8,7,10,10,6,7,9,10,8,6,7,5,9,7,6,6,8,5,7,9,5,10,6,10,9,6,9,9,5,10,9,7.578125
727,7,7,10,9,7,10,6,5,5,8,7,7,10,6,6,6,6,7,5,10,5,5,10,5,7,5,5,8,10,6,5,9,5,10,5,5,8,8,9,9,5,5,6,6,9,10,9,7.51875
728,8,8,7,10,10,10,5,7,6,7,5,10,9,9,8,7,10,6,6,6,10,8,8,5,5,5,10,9,7,8,6,5,7,5,7,6,6,7,10,9,7,9,10,10,10,5,8,7.896875
729,8,5,6,5,10,8,5,6,6,10,9,8,5,5,7,9,5,6,6,7,6,9,5,7,7,6,5,7,5,6,6,6,9,9,8,7,9,8,9,7,7,8,7,7,9,7,6,7.23125
730,6,6,10,8,10,7,10,5,7,9,9,8,7,8,9,5,8,9,7,7,7,5,8,6,9,5,5,6,8,6,7,8,8,9,5,5,7,10,9,8,9,9,9,5,6,6,6,7.33125
731,10,5,10,7,6,5,6,5,9,7,9,10,5,9,5,5,10,6,9,6,10,10,9,8,6,8,7,9,5,7,6,5,10,8,6,8,7,6,6,8,5,10,9,5,5,8,10,7.525
732,9,8,10,9,7,10,6,8,9,8,7,10,6,9,7,10,8,9,10,9,8,10,6,8,10,7,5,9,8,9,9,10,5,7,8,5,8,10,10,10,10,7,7,8,6,5,10,7.90625
733,7,10,9,6,7,5,6,8,8,6,7,9,7,6,10,9,7,7,6,7,9,5,7,9,7,8,7,8,8,5,8,9,6,8,8,5,6,8,9,10,5,10,9,9,5,9,5,7.43125
734,8,6,7,6,8,8,6,10,5,7,5,9,9,6,10,7,5,6,9,9,6,5,7,8,7,5,10,10,5,6,10,5,6,7,8,5,9,9,6,5,5,5,7,9,9,6,6,7.025
735,6,7,6,8,5,6,10,9,5,9,9,8,5,10,7,5,5,7,7,6,10,5,5,9,10,5,7,7,5,6,7,5,10,5,5,9,9,9,5,9,10,9,7,7,5,5,10,7.05
736,8,5,5,9,9,5,5,6,5,10,7,5,9,8,10,10,6,9,9,9,8,10,10,6,10,7,7,6,8,5,9,5,7,7,6,7,10,5,10,7,6,5,7,8,8,6,10,7.234375
737,8,5,7,8,7,10,9,7,7,5,5,6,8,5,5,7,9,5,7,6,8,5,6,10,7,7,10,8,6,7,7,5,9,7,8,7,9,8,7,7,8,5,10,6,6,8,9,7.621875
738,6,5,5,10,5,6,9,9,5,6,6,8,6,9,5,5,6,6,5,5,7,10,6,6,6,7,8,8,10,6,9,10,5,5,6,9,7,9,8,8,9,10,7,7,9,7,9,7.23125
739,9,5,5,6,7,9,10,10,8,5,10,5,9,10,9,10,6,8,7,6,8,7,8,7,7,8,7,6,8,8,6,6,9,5,6,6,7,10,8,7,8,5,6,10,6,7,6,7.509375
740,6,10,5,9,7,10,5,9,8,8,10,6,6,8,10,8,8,7,9,8,5,6,9,8,5,10,10,9,5,8,7,10,7,6,8,10,10,6,7,9,7,5,5,7,7,5,6,7.628125
741,10,10,7,6,6,6,6,6,9,9,9,10,10,9,6,10,7,10,10,7,6,7,6,7,10,6,10,8,5,6,8,10,6,9,10,8,9,7,10,6,8,10,7,7,6,10,10,7.98125
