No,1Engineering Workshop,1Engineering Chemistry Lab,1English Language and Communication Skills Lab,1Basic Electrical Engineering Lab,1Mathematics - 1,1Chemistry,1Basic Electrical Engineering,1English,1Applied Physics Lab,1Programming for Problem Solving Lab,1Mathematics - 2,1Applied Physics,1Programming for Problem Solving,1Engineering Graphics,2Data Structures Lab,2Python Programming Lab,2Business Economics and Financial Analysis,2Computer Organization and Architecture,2Data Structures,2Python Programming,2Discrete Mathematics,2Mathematical and Statistical Foundations,2Database management Systems Lab,2Java Programming Lab,2Operating Systems Lab,2Database Management Systems,2Operating Systems,2Object Oriented Programming Using Java,2Formal Language and Automata Theory,2Software Engineering,3Advanced Communication Skills Lab,3Computer Networks Lab,3Data Mining Lab,3Introduction to Data Science,3Devops,3Design and Analysis of Algorithms,3Data Mining,3Computer Networks,3Computer Graphics,3Machine Learning Lab,3Big Data Analytics Lab,3Cryptography and Network security Lab,3Cryptography and Network Security,3Big Data Analytics,3Industrial Management,3Machine Learning,3Compiler Design,4Predictive Analytics,4Web and Social Media Analytics,4Professional Elective - 4,4Professional Elective - 5,4Open Elective - 2,4Web and Social Media Analytics Lab,4Mini Project ,4Seminar,4Project Stage - 1,4Organizational Behaviour,4Professional Elective - 6,4Open Elective - 3,4Project Stage - 2,CGPA
512,C,O,B,O,B+,B,O,O,O,B+,A+,O,O,C,B,C,A,B,C,O,O,B,B+,B+,O,O,A,O,O,A,A+,B+,B+,C,C,O,B+,B+,C,B+,C,A,A,B,A,A,A,C,O,O,A,B,A,C,A+,C,C,A,B+,A+,7.625
513,A+,B+,C,O,O,C,B,B+,C,O,A,B+,O,B,B+,C,A+,B,C,C,O,A,O,O,O,A,B,C,A+,C,C,B+,A,O,B,B,A,B+,O,A,O,B+,O,B+,A,A,A+,A,A+,A,A+,A,C,C,A+,C,B+,O,O,A+,7.7
514,C,C,A,B,B,A,O,C,A,B+,A,A,B+,A+,A,A,B,B,B+,O,B+,B,A,B,C,C,C,C,O,B,A+,C,B+,B+,C,B,O,A+,C,A+,B,B+,C,B+,B+,B,O,B,B+,B+,B+,B,A+,C,O,A+,C,B+,A,A+,7.053125
515,C,C,A+,C,C,A+,A+,B+,A+,B,O,C,A,A,A,B,C,C,A,C,C,O,A,C,B+,A+,A+,C,A,B+,A,O,A+,B+,C,C,A,B+,C,B+,A,C,A,A+,A,A,A+,A,B+,B,A,O,C,A,A+,B,A,C,B,A+,7.3
516,O,B+,O,A+,A+,C,A,O,O,B,A+,B+,B+,C,A+,B+,A+,O,B,B+,B+,O,A+,C,B,O,C,A+,O,B,O,C,A,B+,B,O,A,A+,C,C,B,O,B+,B+,B,O,B,B+,C,A,O,A,O,O,A,A+,B+,B,C,A+,7.71875
517,A+,C,B,C,B+,B+,A,O,B+,B,B+,A,B,C,O,C,A,C,O,B,C,A+,A,C,C,B,O,O,B+,B,C,C,O,C,A+,B+,A+,O,B,B+,C,B,A+,B,C,B,C,A,O,C,B,O,A,C,A,B,A,O,A,A+,7.275
518,A,O,B,O,C,A,O,C,B+,C,A,B,B,O,A,O,B+,A,A+,O,B+,B,B,A+,A,A+,B+,B+,B,C,A,C,O,B,O,C,B,A+,O,B+,O,O,B,B,A+,C,B,O,A,A,A+,A,O,C,B,B+,B+,A,A,A+,7.51875
519,B+,O,B+,B,A+,A+,A+,B,B,O,A,A,B+,A,A,A+,A+,O,B+,C,A+,A+,B,B+,O,A+,O,B,C,C,B,A+,B,B,A,B+,C,A+,B+,B+,O,A,A+,C,O,O,O,C,A,A+,B,B+,O,B+,B,A+,B,A+,A,C,7.65625
520,A+,O,A,C,A+,B+,B+,B,B,B+,B+,O,B,A,B,A,A,B+,B+,B+,C,B+,A,A,O,B,O,O,A+,B+,B+,A,C,A,O,A+,A+,A,A,B+,B,O,A,B,A+,A,A,C,B+,B,O,O,B,B,A+,A,B+,C,O,O,7.80625
521,O,O,B,A,B+,O,B+,B,A,C,A,B,A+,C,A+,O,B+,B+,A,A+,B,A,O,C,A+,B+,B,A+,B,B+,B+,A+,C,A,A,A+,B+,B+,B,A+,B,B,O,B,C,C,C,B,B,A,C,C,O,B,B,O,B+,A,O,C,7.19375
522,A+,A+,C,B+,O,O,B,O,A,B,B,B,A,B,B,B,A,C,O,A,A,A,A,A,B,O,C,B,O,A+,C,C,A+,B,C,C,B,B+,A,A,O,A,O,O,A+,A,O,A+,B+,B,A+,O,A,C,A+,A,A,B,B+,A+,7.78125
523,B,B,C,A+,A+,O,A,A,B,O,A,B,C,B+,O,B,O,A+,B+,O,O,A,C,A+,C,A,C,B+,B+,A,A,A,B,B,A,A+,B,B,C,B+,C,O,B+,A+,B,B,C,B,B+,C,C,A,A,B,O,B,A+,C,A,A+,7.25625
524,C,B+,A,A,A+,B+,B,O,B,O,A,B+,C,C,O,C,B,A+,C,B+,B,B+,B+,A,O,B+,B+,A+,C,B,C,A+,C,A,A,C,A,O,C,O,O,A,C,B+,O,B,A+,A+,A,C,A,A,B+,O,O,B,B,C,C,B+,7.11875
525,C,C,B,A+,A+,B,A,B,A+,A,O,C,A+,C,O,A+,B,B+,C,A,C,A,B+,A,B+,B+,O,B,A+,O,A+,B+,C,O,A,O,A,A+,B+,B+,B,A+,O,B,C,C,C,B,C,B,O,O,A,A+,O,O,C,A,A,B+,7.390625
526,B+,A,A,B,B,B+,O,C,O,A+,B,O,O,B+,B+,A,O,B,O,B,C,C,A+,A+,A,A,O,O,B,B,B+,A,B+,A+,B+,B+,B,A+,O,B,A+,B+,C,O,B,C,B+,A+,O,B+,A,A,C,A,B+,C,B+,O,O,A+,7.75625
527,O,B,A+,A+,B,B+,B,C,C,A+,A+,B+,B,B,B+,B,A+,C,C,B+,B,B+,B+,O,C,B+,A,A+,B,B,B+,B,O,B+,B+,C,A+,C,O,A,C,A,B,A+,B,B+,O,B,C,O,B+,B+,A,B+,B+,B,B+,C,A+,C,6.9875
528,C,B+,O,A+,A+,C,O,C,A,O,B+,C,O,O,A+,B+,C,B+,O,C,A+,A+,B+,A,C,A,B,B,B,A+,B,B+,B+,B,O,B,C,B,B,C,A,A,A+,B,B+,A,O,O,O,C,A+,B+,B,B+,A,A+,B,A+,B+,B,7.396875
529,O,B,B+,A+,C,A+,A,B+,C,B,O,O,B,A,B,C,O,A,O,B+,A+,B+,A,B,C,A,A+,B,B,A,A+,C,O,A,A,O,A+,O,O,B,A,B,A,A,A,A+,A+,B+,O,B+,A,B+,C,A,O,B,O,A+,C,A,7.94375
530,C,A,A,O,O,A,C,A,C,C,C,O,O,A,A+,A+,B+,A+,B,A+,B,B,O,B+,C,B,O,A+,B,O,B,O,O,B+,A,C,B+,A+,B,B+,A,B,A,B,O,B+,A,O,O,O,B,B+,A,A,B+,C,A,B,A,A+,7.671875
531,B,A+,C,C,B+,A+,A+,O,C,O,B,A,B,A,A,B,A+,B,C,B,O,A,C,B+,A+,A+,O,O,A,C,A,B+,B,B+,B+,A+,A,O,A,O,O,B,A,B,O,A+,A,A,A+,C,B,A+,B,A,A+,B,A+,B+,A,O,7.815625
532,B,A,A,A,A+,A,A+,B+,B+,O,O,C,A+,C,B,A+,C,A,C,A,O,A,B,A,C,B,C,B,B,B,A+,C,B,O,A+,B+,B+,O,B,O,O,A,O,O,A+,B+,C,A+,A+,B,A+,B,C,B,A+,B+,B+,A,B+,B+,7.43125
533,C,A,O,O,C,A,A+,A,A+,B,O,B,O,A+,A+,O,B+,O,O,O,C,C,O,B,A+,O,B+,A,O,C,B,A+,C,B,A,A+,A+,C,A+,B,B+,C,B+,A,A,O,A,A,B+,A+,B+,A+,C,C,B,A,B,C,B,O,7.828125
534,A+,B+,A+,B,B,B+,A,A+,A,O,A+,C,A+,B,C,O,A,B+,C,A,A+,B+,B+,B,O,B,B,C,B,C,O,A,A,A,B+,A,B,A,A,C,O,A,C,C,A,O,B,A,C,B,A,C,A+,O,A,O,B+,C,A,C,7.078125
535,A,A+,B+,A,C,C,A,C,A,B+,A+,B,B+,C,A+,B,B,A,B,B+,C,A+,C,O,C,A,A+,O,C,A,C,C,A,O,A,O,B+,A,B+,A,A,A+,O,B+,C,B+,O,O,B,A,B+,B,B,B+,A,B+,C,B+,B,B,7.2125
536,C,B,B+,O,B,O,A,B,O,A+,A+,A,A+,B+,B,B,C,A,B,C,A,A+,A,B,B,B,O,O,C,A+,B+,A+,A+,O,O,A+,C,B+,A+,B+,B,C,C,C,A,A,C,A+,A,O,A+,B+,B+,B,C,O,A,B+,B+,A,7.584375
537,A+,B,B+,O,C,A+,B+,A,B+,A+,A,B,C,B+,O,O,A,B,B,B,C,A,A,C,C,C,A,A,O,A+,A,C,B+,A+,A,O,A+,C,B+,C,A,B,O,O,B+,A+,A,A,B,A+,O,O,O,B+,C,A+,B+,B+,C,A,7.584375
538,A+,B+,A+,A+,A+,A,A,B,B+,B,B,B,A+,B+,B+,B+,A,A,A+,A+,B+,A+,A,C,O,A+,B+,O,O,A,B,O,O,C,B+,A,B,B+,O,B,A,C,B+,C,B+,C,C,B,A+,C,B+,A+,A+,C,C,B+,B+,B,B+,A+,7.459375
539,B+,A,C,A+,C,B+,A+,A,B,O,A,B+,O,A+,C,B+,O,C,A,A+,O,B+,B,O,B,C,B,A+,C,B+,A,A,A,O,O,O,B+,O,O,B,O,O,C,C,A,A,B,A+,A,A+,A+,B+,C,B+,A,B,B+,B,A,B,7.546875
540,B+,O,B+,A+,B,O,C,A,B,A+,A,A+,B+,B,O,O,B+,O,A+,B+,A,B,C,B+,B,A,A+,O,O,B,C,A+,A,B,B+,A,B+,B,B+,B+,O,A+,B,C,A+,O,A,A,A+,O,A,A,O,O,A+,A,C,A+,A+,A,7.853125
541,B,O,O,C,O,O,O,B+,O,O,B,C,A+,B,O,B,A,B,O,A,O,O,B+,O,C,B,O,A,O,B,B,B,B+,O,O,A+,A+,B+,O,A+,O,A+,B,O,A,O,A,A,O,B+,C,C,C,A+,A+,A,O,B+,O,B+,8.15
542,A+,A+,O,O,A,C,A,A+,A+,B,B,C,C,B+,B+,B+,B+,O,A+,O,A+,A+,B,A+,O,B+,B+,O,B+,A+,B,O,A+,O,A,A+,B,C,A,C,A,A,C,A+,O,A+,B,B+,B+,A,B,B+,A,A+,C,C,C,C,A+,B+,7.503125
543,C,O,A+,A,A+,A+,C,A+,C,A+,C,A+,A+,C,A+,B,B,A,B+,B+,A,A+,A,O,O,A,C,A+,O,B+,A+,B,A+,A+,A,C,B,B+,O,A,B,C,A+,B,A+,B+,B,B,O,B+,B+,A,A,O,A+,B,B,A,B,B,7.434375
544,O,A,A+,B+,A,B,O,O,O,B,A,B,A+,O,C,O,B,C,A,C,B,A+,O,A+,A+,B,O,A+,A+,B,A+,C,A+,O,A,C,B,A,B+,A,C,A,B,O,A,C,B,A,B,B+,A+,O,B,C,A+,O,C,B+,B,A,7.590625
545,A+,O,O,C,B+,C,C,A+,B+,A,A+,O,O,A+,A,A+,O,C,B+,A+,A+,O,A,A,O,A,A,C,C,A,B+,A,O,B+,B,A,A+,C,B+,B,B,B+,A,C,A+,C,B+,B,A+,B+,B,A,B+,B,A+,O,B+,A+,A,B+,7.528125
546,A+,B+,O,A+,C,B,B+,B+,C,O,A+,A+,B+,O,C,B+,C,B,C,B,B,B+,B+,B+,A,O,A,A+,B+,B+,A,B,B+,A+,A,A,B+,O,B+,B,O,B,A+,B,O,B,A,A+,C,A+,C,O,A,C,B,A,A,B,B+,B,7.378125
547,C,A,B,A,A,A,A,A,A+,A+,B,B+,C,A,O,C,A,B,B,O,B,B,A+,C,B,B+,B+,O,B+,C,C,B+,A,B+,O,O,B,C,B+,C,B,A+,A+,O,C,O,O,B,B+,B,A,C,O,B,B+,C,O,B,A+,A,7.353125
548,C,A,B,A,O,B+,O,B,A,A,O,A,A+,C,A+,A+,A+,C,A,C,C,C,O,B,A,A+,A,C,C,A,B,A+,B+,B,B,A+,A+,B,C,B+,A,B+,A,B+,B,A+,C,A,C,C,A,C,C,C,B,A+,B+,O,C,O,7.30625
549,B+,O,B+,B+,A+,A,B+,O,A,O,C,C,O,A,A+,A,C,C,A+,B,C,A+,A+,A,A,A+,A,B+,O,A,A,C,B+,A+,B+,A+,B,B+,O,A+,A+,C,B+,B,A+,B,B+,C,A,C,C,A,C,A,A+,A+,A+,C,A,O,7.571875
550,B+,A,A,O,A+,O,A+,A,C,B,B+,A,A,B,B,A,A+,A+,B,C,B+,B+,C,O,C,B+,C,B,A+,A+,A+,B+,B+,B,B,C,A,A,A+,A,B,B,B,C,A,B+,B+,C,O,A+,A,O,O,B,A+,B+,A,B+,B+,O,7.46875
551,B,O,B,B,B,B+,B,O,A+,C,C,A,O,O,O,O,A+,A,C,B,B+,B+,C,O,B,B,O,B,A,B,B,B,O,B,A,B+,A,O,C,B,C,A+,B,B+,A,C,A,C,A,B+,A,O,C,B+,C,O,C,A+,A+,B+,7.275
552,B+,A,B+,B+,A,C,A+,B,O,B+,O,A,B+,B,O,A,B+,C,O,A+,A+,B+,A+,B,O,C,A+,A+,C,C,C,A+,A,B+,A,A+,A,A,B,A+,C,O,B+,B+,A+,C,A,A+,B,B+,A,O,B,B,A,B,O,B,B,B+,7.46875
553,B,C,B+,B,A+,A+,A,C,O,O,A+,A+,B,O,O,B,C,B+,O,C,O,O,O,A,A,B+,O,A+,C,B+,A+,O,C,B,C,C,O,O,A+,A+,A,C,O,O,B,C,B,O,A+,A,O,B+,B+,A+,A+,B+,C,O,O,B,7.853125
554,A,C,B+,B,C,C,O,A,A,B,A+,B,C,C,A,B+,B+,C,O,B+,C,O,C,B,A+,A+,B+,C,B+,B,O,A,A+,A+,B+,B,B+,A,B,A,O,C,A+,A+,C,B+,O,B,B+,O,A,O,A,C,A+,B,A,A+,A,C,7.228125
555,A,O,A,A,A,A+,B,A+,O,A,C,A+,C,O,C,O,B,B+,B,C,O,C,A+,A+,A+,B+,A,O,O,A+,C,C,B,C,A,A,O,B,B,C,C,B+,O,O,O,O,A,B+,O,A+,C,A,O,A+,A+,B,C,A,O,C,7.65
556,B,B+,B,B+,O,B+,B+,B+,A+,C,B+,C,B+,B,A+,C,A,C,A,C,B+,O,B,B+,B+,C,C,C,A+,C,A,C,A,B,B,C,A,A,A,A+,C,A,C,B,A+,O,A,B+,O,B,A+,B,B+,B+,A+,C,B,O,B,B+,6.965625
557,C,B+,A+,B,A+,O,A+,B,O,B,O,A+,C,B,O,A+,O,B,A,B,A+,B,A,C,A+,B,B,B+,O,A,B,O,C,B,C,A,C,C,A,B,B,O,C,O,B+,C,O,A,A,B,A,B+,C,O,C,B,B,O,O,B,7.409375
558,A,B+,B+,C,O,O,B,C,B,A,O,B+,C,A,O,O,B,B+,C,O,B,B,C,O,B,A,A+,A+,B+,B+,B+,A,O,C,A+,A,B+,A,A+,B,A+,B+,O,A,C,O,A,O,A+,O,O,A+,A+,A,B+,O,A,O,A+,O,8.065625
559,B+,A,C,A+,O,A,B+,C,A+,C,O,C,A+,O,B+,B+,B+,O,O,C,B,A,B+,B,A,C,B,B,O,C,A,B+,O,A+,O,C,A+,O,B+,O,B,C,C,B,O,B+,A+,O,O,A+,C,A,A,A+,A+,B+,B+,B,A+,O,7.790625
560,B,B+,O,O,B,A,A+,A+,A,B+,B+,O,B,C,B+,O,A+,A+,B,B+,A+,B,O,O,C,A+,B,B,A+,O,B+,B+,B,A,B+,O,O,C,B,B,A,C,A+,B,C,B,B,A+,B,B+,O,O,A+,O,B,A,B,O,C,B+,7.509375
561,O,B,A+,B+,O,C,O,O,O,B,B+,A,A,B+,A,A,C,B+,A+,O,B+,A+,B+,C,A+,A+,O,C,A,A+,B,A+,A+,A,B,A+,A,A,O,A+,A,O,O,O,C,C,B,B,C,O,B+,O,B,B,O,B,O,A,A+,A,7.896875
562,A+,B,B+,C,A+,C,O,O,A,C,O,C,O,B,C,B,A+,B+,A,A+,B+,A+,B+,A+,O,C,A+,C,C,B,A+,B+,A+,B,B+,C,A,B+,B+,A,A,A,C,B+,A+,B+,A+,A,B+,A,C,C,A+,A,B+,A,O,B+,B+,A,7.36875
563,B,C,B,A,C,A,A+,C,C,O,O,C,A,B+,C,A,B,O,B,A,B+,A,B,A+,B+,A,A+,B,A,A+,O,O,B+,O,A+,C,A,A,A+,O,B+,A,A,A,A+,O,O,B,O,A+,A+,B+,B,C,B,A,B,C,C,A+,7.65625
564,B+,A+,C,A+,C,A+,C,B,A+,B+,C,O,B,C,B+,A,C,A+,C,O,O,B+,B,B,A+,A+,A,A+,B,C,A,A,B,B+,C,C,B+,B+,O,A+,O,A,B,A+,A+,A,B+,B+,C,A+,O,B,B+,C,B+,A+,C,A,C,O,7.340625
565,A,C,O,B+,O,C,A+,A,B+,O,C,A,B+,O,B+,B,C,A+,C,A+,B,B,B,O,A+,C,O,A+,O,A,B+,O,C,B,B,B+,A,O,B+,A,O,B+,B+,B,O,C,C,O,B,B,A,C,C,A+,A,B+,C,O,A+,A+,7.421875
566,C,A,B,C,B+,B+,O,B+,B,O,B+,A,B,C,A,C,O,A,O,B+,A+,B+,C,B+,B+,O,B,B+,O,O,B,C,A,B+,A,O,B,C,B+,B,A,O,C,B+,B+,C,A+,B+,B,O,O,O,O,A+,A,B,C,A+,A,B+,7.515625
567,A+,A+,O,B,B,C,A,A,B+,O,B+,A+,B,C,B,B,C,B+,C,B,A,A,A+,B,A,B,B,O,A+,A,B+,A+,O,B,B+,A,A,A,C,A,C,A+,A+,C,B+,B+,B+,A+,O,O,A,B+,B+,A,B+,C,O,A,O,C,7.26875
568,B,A+,O,C,B+,O,B,B,B+,C,B,B,O,B,A,A,B+,B,A,A,O,C,B,O,O,B,C,B,O,O,O,A+,B,A+,A+,A,B+,A+,C,B+,B+,A,O,B+,B,C,A,B,B,A+,A,B+,B,C,B,B,A,A,A+,O,7.475
569,B+,O,A+,A,A+,O,B,O,O,A,O,C,B+,B+,C,B,A,B+,B,B,A+,A+,C,B,B+,A+,B,A,A+,A,O,A+,A+,C,A+,C,B,B+,C,O,C,C,B,B+,C,C,B+,A+,A,O,O,O,O,O,B,C,A,A+,B,C,7.403125
570,B,B,B,B+,A+,B+,O,A+,C,C,A,B+,C,C,A,A+,A,A,A,C,A+,B+,O,O,B+,C,A+,A,A+,C,B+,B+,A+,C,B,A+,B+,B,O,O,O,A+,A,A,A+,A,B,B+,A+,B,C,A+,A,O,O,B,B,A,A,B+,7.41875
571,A+,C,A+,O,O,C,B+,C,C,A+,B,O,O,O,B+,B+,C,C,A,O,O,A,C,C,B+,C,B+,B,A+,B+,A+,O,B,A,B,B,A,A+,C,A+,B+,C,A,A+,O,O,C,B,B+,B+,B,A+,A+,A,B,B+,C,C,B+,B+,7.35
572,B+,A+,C,B+,O,B+,O,C,B,B,C,B+,C,B+,B,B+,C,B,C,B,O,C,B,C,A,B,C,B+,B+,B,O,B+,O,B+,A,O,B,B+,B+,O,B+,C,A,A+,A+,O,B,B+,A+,C,A,B+,A+,C,A+,A+,C,A,A,A,7.153125
573,B,A+,O,B,B,O,O,O,B,C,C,A+,C,O,B+,A,A+,B+,A,A,B,C,A,O,O,B,A,C,A,B,C,A+,A,B+,B,A+,B,B+,B+,A+,A+,B,B+,O,A,B+,B,A+,B+,O,B+,C,C,C,A,O,O,C,C,B,7.3
574,C,A+,A+,A,A+,A+,A+,O,B,O,O,B,B+,A,B+,C,B+,A+,A,A,B,B+,B,A,O,B,A+,O,B+,A+,B,A+,C,A+,A+,O,A+,A+,A,B,O,B,B+,O,A+,B,B+,B,B,C,B,A,B+,C,A+,C,C,O,O,A,7.775
575,A+,C,A+,A,B+,B+,B+,C,O,A,B+,A,O,A,C,C,C,A+,C,O,B,O,C,C,C,A+,B,B+,B,C,A,A+,A+,O,O,C,O,A,A+,B+,A+,A+,B,A,A+,B+,A,B+,A+,C,B+,A,O,B+,B,C,B,B+,B,A,7.39375
576,A,O,O,C,C,A+,O,A,A+,B,C,B+,B+,B+,B,O,A+,C,A,A+,A,O,B,A,A,B,B+,B,B+,A+,B,A,A+,B,C,A,B+,O,C,A+,B+,A,A+,B,A+,A+,B,C,B+,A,B+,A,A,A+,A,B+,O,O,C,O,7.5625
577,O,A,O,C,O,B+,A+,B+,B,B,B,A+,A+,B,A+,A+,O,B+,A+,C,B+,O,O,C,C,O,C,B,A,B,A+,B+,A,O,C,A+,A+,C,O,B,A,A,A,A+,C,A+,A,A,B+,A,C,A,B+,A+,B+,C,A,A+,A,B,7.68125
578,B,A,A+,C,O,B,B+,B+,C,B+,C,C,B,B+,O,B,A+,O,A+,O,C,O,A,A,A,B,C,A+,A,A,A,C,O,B+,B,C,A+,A+,B+,B,A,C,B+,A,C,A+,C,C,B+,A,A+,C,C,A+,A,O,B+,C,B+,O,7.328125
579,C,B,C,A+,O,B,O,C,B,A,A+,O,O,B,B,B+,O,B,C,B,B+,C,A+,O,A,A,O,O,O,A,C,B+,C,B,B,A,A,A,B+,C,A,A+,A,B+,A+,O,O,C,A+,B+,B+,A+,C,O,B,A+,C,A+,B,A,7.73125
580,C,C,A+,C,B+,A+,C,A,O,B,C,B,B+,B,C,O,O,B+,C,C,B+,C,C,A+,A+,B,A,A,B,B,C,A+,B,B,C,B,C,C,B,C,A,B,C,B+,B+,A+,O,C,C,C,A+,A+,O,B+,C,B,A+,A,A,B,6.740625
581,A+,B+,O,O,A,C,B+,B+,O,O,A+,O,O,A+,O,A,A+,B+,B+,B,A+,A+,A,B,B,B+,C,A+,O,C,O,B+,A,B+,A,C,O,B+,O,B+,B+,O,B+,C,A+,B+,O,A,B,C,O,A+,B,B,A,O,O,O,A+,A,8.003125
582,A,A,A+,C,C,C,A,A,B+,A,A,B,A+,A+,B,O,O,A+,A,B,A+,A,C,A,B,A+,B,O,B,B+,A+,B,A+,A,A,B,A+,B,B,C,A+,O,A+,B+,B,B+,B+,A,C,A,C,A,A,O,B+,C,A+,B,B+,A,7.440625
583,C,O,B,O,A+,A+,C,B,O,A,A+,C,C,B,O,O,B+,O,O,C,A,A+,B+,A,A+,B+,B,B+,A,C,A,C,A+,A+,A+,B,A,O,B+,O,O,C,B+,B+,B,B+,A,C,A,B,B+,B+,O,A,A+,O,A,B+,A+,O,7.665625
584,O,A,A,A,A,A,B,A+,A,B+,A+,A,B+,A+,B,A+,A+,A,B,O,C,C,B+,B+,O,B,A+,C,A+,O,A,A,C,A+,O,B+,O,O,B,C,C,B+,B,A+,B,A+,A+,A,C,A+,C,O,B,A,B,B+,A,C,A+,B+,7.6625
585,A+,C,B+,C,A+,O,B+,A,O,B+,B,A+,A+,A,B+,B,A+,C,A+,C,B+,B,O,B+,B+,B,A+,A+,B+,O,B,C,O,A+,C,A+,B,C,A,O,A,B,A+,A,O,O,A,C,B,A+,O,A,O,A,C,O,B,A+,A+,C,7.7625
586,B,A+,B,A+,A,A+,O,B,B,A+,A,A+,C,B+,A,A,O,B+,B+,A+,A+,B+,B,C,C,O,A+,A+,B+,A+,A,C,C,A,B+,O,C,C,B+,C,A,C,A+,B,O,B,A+,A,O,B,B+,B+,A,C,A+,A+,A+,A+,A+,A+,7.76875
587,B,A,A,B,A,C,A+,B,B,A+,A,B+,A,B+,O,C,B+,A+,A,B,A+,A,A+,B+,B+,A+,B,B+,B+,C,O,B+,O,C,B,B+,O,A+,O,C,A+,B+,C,B,A+,B+,O,O,C,A+,B,B+,A+,C,A,B,A,A,O,B+,7.490625
588,A,C,C,C,B,B+,C,O,C,B+,C,C,C,C,O,B+,B+,A+,O,C,A+,O,B+,B+,B+,B,O,O,B,A+,A+,B+,O,O,A,B+,B+,A,B+,A,O,A+,A+,A+,O,B,O,A+,O,A+,C,B+,B,B,C,C,C,B+,O,B+,7.478125
589,B+,B,B,O,A+,A+,O,C,A,O,O,O,B,A+,A+,B+,A+,B+,C,O,A,A,C,C,A,B,A,C,A+,O,O,A+,B+,C,O,A+,C,A+,B+,B+,O,O,B+,B,C,B,A,A,A,A+,B+,O,B,O,C,A,A+,A+,B,A,7.771875
590,C,B,A+,B+,O,B,B,B,B+,O,B+,B+,A,O,C,B,B,B,B+,O,B,O,B+,C,C,O,B+,C,B,B,A+,C,A,O,B+,A+,A,C,A+,B,O,B,A+,B+,B+,A,B+,O,A,O,B,A+,O,C,B+,B,B,O,O,B+,7.46875
591,C,B+,A,O,B,C,B+,B+,C,A+,A+,B+,O,A,B+,A,B+,O,A,B,A+,C,B+,B+,C,B+,B+,O,B+,A,B+,A+,B+,A,A,C,A,B+,C,C,A,B+,O,A+,C,A+,O,O,A+,A,A+,B+,A+,A+,B+,C,B,B,O,C,7.46875
592,A+,A+,B+,A+,O,B+,B,C,C,A+,A+,O,A,B,A,B,O,B+,B+,C,A+,B,B,O,B+,C,B+,B,A,A,B+,A+,O,A+,A+,C,B,C,A,B,B+,A,A+,C,C,C,B+,B+,O,O,A,B,C,B,A+,O,B,B+,B+,A+,7.396875
593,B,O,A,O,B,C,O,B+,A,B+,O,A+,O,A+,O,B+,C,B+,A+,O,O,C,B+,A,A+,B,A,B+,B+,C,O,A,O,B,A+,B,C,O,C,B+,B+,B,B,C,B,O,B+,O,O,O,A,B+,B,O,B+,O,B+,C,C,A,7.5875
594,A+,B+,A,B+,B,B+,B,A,C,A+,A,C,A,B+,B,B+,O,B+,B+,A,A+,A,C,B,C,B,B,A+,A+,C,C,B+,A+,A,B,C,A,A+,A+,B,A+,C,B+,A,B,O,B,C,A,C,A+,A+,O,A+,A,B+,A,B+,B+,B,7.2375
595,C,B+,B,B,A+,B,A,C,C,B+,A+,C,B+,A,B+,B+,A,A,A,B+,C,A+,A,A,A,O,A+,A+,A+,A+,B,A+,B,A+,A+,A+,B,B,O,A,A,A,B+,O,B,B,C,B+,A+,B,A,A,C,B,A+,C,A,B,A+,O,7.603125
596,B,B,A+,A+,B,C,A+,C,A+,A,B+,B,A+,B,C,A+,O,A,B,C,B,B+,B,O,B+,O,A+,B+,A+,A+,B,C,A+,B,C,B,C,A+,O,O,A+,A+,C,O,B,A+,B+,B,C,A+,A+,A+,B+,B,A,B,C,B,C,A+,7.315625
597,B+,B,A+,A,O,O,A,B+,A+,A+,O,A+,A+,O,A,C,O,A+,C,B,A+,B+,A,C,A+,O,C,B,B+,O,B,C,A+,A+,B+,A,C,A,A,A,A,B,B+,O,B,O,A,A+,B,C,O,C,A+,A+,O,C,O,B,C,A,7.878125
598,B,O,B,B+,A+,C,A,A,B+,B,C,B,B+,A+,A+,O,O,C,A+,O,C,O,A,B+,B,O,C,A,B,B,A,B,C,A+,A,O,B+,A+,C,B+,B+,O,B,O,O,B+,B+,A,B+,A,B+,A,C,A,A,B,C,B+,O,B+,7.471875
599,B,B+,C,O,B,C,A,B,O,A+,O,B+,C,B+,A,A,O,B+,C,A+,B,O,A+,B,B+,A,B,C,B,B+,B,A+,A+,B,C,O,B,C,A,B,B+,A+,A,B+,A,O,B,O,C,B+,B+,B+,C,B+,B,C,B,O,A,C,7.059375
600,O,B,B,A,O,C,O,A,A,O,C,A+,A+,B+,B+,B,A,O,C,O,B,B+,B+,A+,O,C,O,C,O,A,C,A+,A+,C,A+,A+,B,B+,B,A+,C,B+,O,C,A+,A,A,A,C,C,B+,A,A,C,C,C,O,C,B+,B+,7.36875
601,A+,O,A+,B+,A,C,O,B,C,A+,O,C,B+,B,A+,B,B+,A+,O,B+,B,C,C,C,A,A,B+,B+,A,A+,A+,A+,A+,C,B,C,O,O,C,A,A+,B,B+,A,A,B,C,A+,B+,A,A+,B,A+,A,B+,A,O,O,A,B+,7.49375
602,A+,A,C,B+,C,A+,A,C,C,B+,B,B,A+,B,B,O,B,A,B,C,B+,B,A+,B,C,A+,A,O,C,A+,B+,B+,B,C,B,B,A,O,B,B+,B+,C,A+,A,A+,C,O,O,C,A+,O,A+,B,C,C,O,O,O,O,B+,7.5
